t,obs.shoulder_pan.pos,obs.shoulder_lift.pos,obs.elbow_flex.pos,obs.wrist_flex.pos,obs.wrist_roll.pos,obs.gripper.pos,cmd.shoulder_pan.pos,cmd.shoulder_lift.pos,cmd.elbow_flex.pos,cmd.wrist_flex.pos,cmd.wrist_roll.pos,cmd.gripper.pos,act.ee.x,act.ee.y,act.ee.z,act.ee.wx,act.ee.wy,act.ee.wz,act.ee.gripper_pos
22.2398,-3.077,-67.297,82.462,-3.56,-89.714,22.842,-4.164,-53.34,75.093,-8.85,-90.284,23.139,0.2753,0.0252,0.1278,1.3827,1.3954,1.1669,23.1392
22.2834,-3.868,-66.681,82.286,-5.055,-89.89,22.975,-4.002,-75.826,82.386,2.103,-88.258,21.666,0.2583,0.0249,0.1375,1.3132,1.3363,1.1617,21.6661
22.3067,-4.132,-65.011,81.758,-6.462,-89.89,22.908,-3.274,-45.816,73.97,-18.471,-87.787,23.682,0.2834,0.024,0.1329,1.3273,1.3397,1.1346,23.6823
22.34,-4.132,-62.198,80.615,-6.637,-89.714,22.444,-2.428,-61.797,79.452,-7.065,-89.754,22.421,0.2695,0.0176,0.1294,1.3582,1.3541,1.1735,22.4212
22.3838,-3.78,-59.473,79.648,-6.462,-88.923,22.178,-4.41,-59.887,77.626,-8.153,-89.837,23.704,0.2721,0.0277,0.1346,1.3452,1.3355,1.1686,23.7038
22.4069,-3.429,-56.659,78.681,-6.549,-88.923,22.244,-4.492,-60.987,81.196,-14.551,-86.728,23.896,0.2718,0.029,0.1377,1.2579,1.2995,1.1526,23.8957
22.4401,-3.341,-55.077,79.121,-6.901,-89.363,22.842,-3.861,-72.994,84.064,-4.214,-89.686,23.999,0.2619,0.0232,0.1388,1.2991,1.322,1.2183,23.9987
22.4839,-3.692,-55.341,80.703,-8.22,-89.099,23.373,-3.793,-59.941,81.125,-12.625,-89.388,24.074,0.2717,0.0233,0.1294,1.3149,1.3503,1.2038,24.0736
22.5072,-3.868,-57.714,82.549,-9.714,-88.571,23.506,-2.963,-63.275,76.753,-2.68,-88.996,23.936,0.2719,0.0203,0.1355,1.348,1.3657,1.1624,23.9355
22.5405,-4.132,-60.791,83.868,-10.33,-88.923,23.572,-3.211,-70.762,78.332,1.872,-87.429,23.503,0.2665,0.0213,0.1409,1.309,1.3602,1.1544,23.503
22.5845,-3.868,-62.813,83.516,-10.066,-89.099,23.572,-3.037,-69.884,81.736,-4.369,-88.223,24.636,0.2645,0.0199,0.1383,1.2931,1.3342,1.1901,24.6363
22.6074,-3.78,-65.099,82.374,-8.396,-88.484,23.572,-2.885,-60.068,79.226,-13.286,-89.141,24.112,0.2723,0.0224,0.1417,1.3112,1.2604,1.1675,24.1117
22.6407,-3.516,-67.297,81.582,-6.022,-88.484,23.772,-3.975,-64.728,81.601,-13.698,-89.306,24.142,0.2686,0.023,0.147,1.2374,1.2952,1.2687,24.1421
22.683,-3.165,-67.824,81.582,-4.791,-88.923,23.971,-3.901,-62.105,79.312,-13.547,-89.808,26.358,0.2715,0.0247,0.1493,1.2682,1.2669,1.2369,26.3576
22.708,-3.341,-67.121,81.934,-5.143,-89.099,23.971,-3.983,-65.478,80.762,-13.432,-88.36,26.072,0.2694,0.0244,0.1529,1.2198,1.2653,1.2459,26.0721
23.2039,-3.956,-64.923,82.462,-12.352,-88.747,25.764,-3.003,-87.688,85.705,12.124,-91.329,23.805,0.2492,0.018,0.1348,1.3636,1.3528,1.2123,23.8046
23.2268,-3.956,-64.923,82.462,-12.352,-88.747,25.764,-2.669,-75.018,87.587,-5.494,-91.454,24.318,0.2572,0.0175,0.1301,1.3326,1.3026,1.2345,24.3182
23.2601,-3.868,-65.802,82.813,-11.824,-89.275,25.432,-3.624,-63.46,81.728,-8.689,-89.378,24.085,0.2672,0.0232,0.1282,1.3378,1.3459,1.1765,24.0851
23.3039,-3.429,-68.264,84.747,-9.802,-90.242,24.768,-2.33,-91.007,83.306,19.323,-92.448,24.55,0.2492,0.0166,0.1372,1.4149,1.3322,1.1833,24.5499
23.3269,-3.253,-70.901,86.857,-7.516,-90.154,24.635,-5.425,-75.811,86.884,-2.652,-92.843,24.762,0.2564,0.0294,0.1279,1.3547,1.3271,1.2517,24.7617
23.3602,-3.253,-73.451,87.209,-5.231,-89.978,24.701,-4.039,-65.77,81.012,-5.7,-92.632,23.829,0.2648,0.0245,0.1326,1.3788,1.3233,1.2212,23.8293
23.4029,-3.077,-76.527,87.297,-2.857,-90.681,24.701,-3.222,-82.693,90.747,-4.078,-89.158,23.877,0.2534,0.0195,0.1342,1.2547,1.2933,1.2463,23.8765
23.4271,-3.341,-78.549,87.209,-2.154,-91.648,24.369,-4.41,-76.355,86.626,-4.233,-91.536,25.761,0.2572,0.0253,0.1351,1.3135,1.2977,1.2516,25.7607
23.4609,-3.692,-80.22,87.209,-2.681,-91.473,24.236,-4.385,-80.814,84.033,3.578,-93.538,24.264,0.2549,0.0255,0.1416,1.3564,1.2806,1.2602,24.2641
23.5043,-3.868,-80.747,87.209,-3.297,-91.033,24.568,-4.605,-55.371,78.433,-12.991,-88.358,24.394,0.2711,0.0283,0.1325,1.3321,1.3547,1.1532,24.3938
23.5275,-4.22,-80.396,87.033,-2.769,-91.648,24.967,-1.148,-55.927,83.724,-23.061,-89.757,25.865,0.2724,0.0119,0.1352,1.2803,1.2857,1.2373,25.865
23.5606,-4.396,-79.516,85.538,-2.154,-92.527,24.834,-3.151,-70.522,82.406,-3.886,-90.24,24.228,0.2623,0.0216,0.1364,1.3374,1.3033,1.1898,24.228
23.6044,-3.78,-77.055,83.341,-2.681,-92.088,24.701,-3.331,-75.862,85.428,-3.664,-86.569,25.759,0.2586,0.0215,0.1373,1.255,1.3174,1.1749,25.7589
23.6275,-3.165,-74.33,82.374,-3.385,-91.209,24.568,-3.232,-66.664,85.807,-16.551,-90.743,26.718,0.2662,0.0195,0.1408,1.2517,1.2736,1.2902,26.7184
23.6609,-2.989,-72.571,82.989,-3.297,-89.978,24.635,-5.13,-68.367,84.554,-9.891,-89.446,24.962,0.263,0.0308,0.1342,1.3028,1.2906,1.1918,24.9618
23.7045,-3.077,-70.989,84.747,-4.088,-88.659,25.697,-2.027,-63.347,82.406,-15.008,-91.035,25.159,0.2693,0.017,0.1424,1.3057,1.2377,1.2284,25.159
23.7278,-3.692,-69.143,85.978,-6.022,-88.571,25.963,-3.837,-70.692,85.188,-11.508,-92.205,25.972,0.2638,0.0222,0.1435,1.2777,1.2636,1.3022,25.9717
23.7612,-4.396,-67.473,86.066,-8.571,-89.714,25.432,-4.12,-64.552,84.089,-18.764,-95.01,25.471,0.2687,0.0236,0.1486,1.2854,1.2139,1.3605,25.4714
23.8056,-4.396,-66.418,85.714,-11.121,-90.945,25.432,-3.832,-59.292,82.579,-19.535,-92.22,26.157,0.2706,0.0245,0.1401,1.3034,1.2461,1.2661,26.157
23.8283,-4.396,-65.626,85.714,-13.582,-92.176,25.432,-3.929,-57.276,77.322,-14.884,-92.682,26.46,0.2748,0.0251,0.1467,1.3259,1.263,1.2617,26.4603
23.8614,-4.308,-64.396,85.626,-15.78,-93.407,25.564,-3.101,-67.137,84.415,-15.888,-92.123,26.315,0.2658,0.0199,0.1476,1.2651,1.2288,1.302,26.315
23.8948,-4.132,-61.934,84.044,-16.308,-92.967,25.896,-2.931,-52.647,82.71,-32.034,-92.845,26.281,0.2763,0.0171,0.1506,1.2048,1.2252,1.3884,26.2812
23.9386,-3.956,-59.648,82.11,-15.692,-92.703,25.896,-0.621,-57.024,79.049,-22.456,-90.945,27.85,0.2778,0.0095,0.1571,1.2364,1.2006,1.2948,27.85
23.9623,-3.516,-57.538,81.495,-15.78,-92.791,25.963,-2.185,-67.934,86.814,-22.548,-92.044,26.184,0.2657,0.0167,0.1576,1.2109,1.1425,1.3252,26.1835
23.9953,-2.725,-55.429,81.495,-17.187,-92.264,26.627,-2.378,-65.737,87.04,-25.643,-95.207,25.84,0.2674,0.0157,0.158,1.2238,1.1391,1.4038,25.8403
24.04,-2.022,-54.813,82.022,-19.121,-92.0,26.959,-2.753,-58.236,81.121,-28.545,-94.447,23.944,0.2772,0.0193,0.1682,1.2069,1.1078,1.3795,23.9443
24.0622,-1.758,-55.868,83.868,-21.495,-92.791,26.494,-3.721,-75.47,89.118,-19.844,-93.862,22.207,0.2598,0.0232,0.1659,1.1881,1.1116,1.3796,22.2067
24.0956,-2.198,-57.802,86.066,-23.956,-94.11,25.432,-1.847,-66.142,81.773,-22.549,-97.298,22.302,0.2718,0.0142,0.1764,1.2218,1.0747,1.4367,22.3024
24.1419,-2.725,-59.912,87.648,-25.538,-94.022,24.037,-0.716,-71.824,88.193,-28.624,-98.195,19.62,0.2631,0.0095,0.1812,1.1694,0.9818,1.4755,19.6203
24.1624,-2.989,-62.286,88.527,-25.363,-94.022,23.307,-3.403,-72.63,83.467,-24.902,-97.848,18.902,0.2656,0.021,0.1966,1.1255,0.986,1.5083,18.902
24.1957,-2.11,-64.747,88.44,-25.011,-95.165,22.244,-2.08,-93.92,92.245,-16.375,-96.948,19.073,0.247,0.0136,0.2016,1.0499,0.955,1.5353,19.0725
24.229,-1.846,-67.912,88.44,-24.747,-96.659,20.717,-2.143,-73.884,82.962,-25.927,-101.452,16.685,0.2603,0.0172,0.2067,1.1476,0.8826,1.5401,16.6846
24.274,-1.846,-71.077,88.088,-24.044,-96.835,20.12,-2.267,-82.63,89.974,-30.613,-97.364,13.868,0.2471,0.0149,0.2129,0.9808,0.8834,1.5735,13.8682
24.2959,-1.934,-74.33,87.736,-23.253,-96.747,19.456,-3.464,-84.411,88.324,-25.965,-103.739,10.509,0.2448,0.0209,0.2146,1.0791,0.8298,1.6426,10.5093
24.3293,-2.022,-77.231,87.121,-23.516,-97.099,17.663,-2.889,-87.553,87.218,-26.336,-102.756,6.615,0.2381,0.0183,0.2305,1.002,0.7769,1.6572,6.6149
24.3627,-2.549,-80.044,87.297,-24.571,-97.89,15.206,-2.892,-79.196,87.816,-37.854,-102.418,5.22,0.2389,0.0162,0.2308,0.9362,0.7845,1.6986,5.2198
24.4073,-2.989,-82.769,88.088,-25.187,-99.56,12.218,-4.339,-91.324,87.889,-29.548,-105.342,1.432,0.226,0.0206,0.2461,0.8981,0.7343,1.7873,1.4317
24.4297,-2.989,-85.055,88.527,-26.154,-101.055,9.23,-4.42,-78.44,89.149,-47.31,-109.286,1.267,0.228,0.0204,0.2463,0.8723,0.6692,1.8736,1.2671
24.4629,-3.253,-86.11,88.264,-27.56,-102.374,6.507,-4.089,-95.791,91.032,-33.279,-110.063,0.173,0.2141,0.0189,0.2524,0.8632,0.6366,1.8846,0.1726
24.5077,-3.604,-87.956,89.055,-28.967,-104.396,4.382,-3.776,-97.939,95.38,-38.95,-110.152,-0.275,0.2075,0.0162,0.2507,0.7955,0.6129,1.9143,-0.275
24.53,-3.78,-89.363,90.462,-30.813,-107.121,2.722,-6.283,-94.952,96.83,-49.812,-113.487,0.316,0.1981,0.025,0.2607,0.7169,0.513,2.0253,0.3162
24.5632,-4.132,-91.56,92.396,-32.923,-108.0,1.793,-5.447,-99.714,95.088,-46.031,-113.553,-0.78,0.1909,0.0196,0.2722,0.6541,0.5113,2.0466,-0.7804
24.5965,-4.396,-94.198,94.857,-36.352,-109.495,1.328,-3.613,-65.075,88.169,-74.648,-118.538,0.021,0.2014,0.0155,0.2767,0.6977,0.4298,2.0884,0.0215
24.6426,-5.011,-96.22,95.56,-40.22,-111.429,0.93,-5.616,-57.362,86.286,-83.033,-116.015,-0.758,0.1951,0.0235,0.2816,0.657,0.3892,2.0729,-0.7581
24.6636,-5.099,-97.011,95.385,-44.44,-113.275,0.598,-4.438,-68.103,91.115,-81.992,-122.289,-0.181,0.1742,0.0151,0.2819,0.5654,0.3642,2.2067,-0.1814
24.697,-4.484,-95.956,93.802,-50.242,-115.121,0.465,-1.34,-55.3,88.24,-95.0,-125.566,0.143,0.1642,0.0081,0.2869,0.5143,0.269,2.2215,0.1426
24.7303,-4.308,-93.143,91.516,-57.538,-116.967,0.398,-3.068,-53.31,84.969,-95.0,-126.208,0.595,0.1521,0.0131,0.2928,0.457,0.2498,2.2706,0.5946
24.775,-3.692,-88.571,90.286,-65.978,-119.956,0.398,2.886,-53.675,84.167,-95.0,-134.814,0.534,0.1439,-0.001,0.294,0.4208,0.2022,2.3317,0.5338
24.7973,-3.077,-81.451,88.967,-74.769,-122.593,0.398,0.454,-52.704,81.964,-95.0,-129.893,0.379,0.1226,0.0052,0.2966,0.3517,0.1881,2.2937,0.3793
24.8306,-2.022,-74.593,87.297,-81.714,-125.143,0.398,-4.499,-48.985,76.53,-95.0,-126.187,0.682,0.1332,0.0165,0.3063,0.3409,0.1598,2.3088,0.6819
25.331,-4.396,-48.923,78.945,-94.374,-126.813,0.531,-0.995,-66.156,91.873,-83.579,-122.799,0.35,0.1645,0.0067,0.2758,0.5763,0.3884,2.1505,0.3498
25.3538,-4.571,-49.011,78.945,-94.374,-126.725,0.531,0.125,-54.447,86.325,-95.0,-127.498,0.337,0.1475,0.004,0.2816,0.4785,0.2769,2.2363,0.3366
25.3868,-3.956,-49.714,79.209,-94.022,-126.022,0.531,2.016,-53.107,82.638,-95.0,-131.415,-0.159,0.1377,-0.0012,0.2893,0.4074,0.2129,2.2872,-0.1587
25.4311,-2.286,-51.473,81.055,-93.231,-125.143,0.465,-0.235,-54.083,83.561,-95.0,-132.908,0.538,0.1208,0.004,0.2851,0.3079,0.192,2.3691,0.5384
25.4536,-0.615,-52.527,83.78,-93.67,-125.231,0.332,1.331,-54.206,82.774,-95.0,-136.129,0.194,0.118,0.0013,0.2864,0.2803,0.0805,2.3933,0.1944
25.487,0.44,-52.791,85.187,-94.198,-127.429,0.332,1.207,-54.182,82.105,-95.0,-135.503,-0.249,0.106,0.0008,0.2878,0.2269,0.109,2.3951,-0.2494
25.5313,0.615,-52.879,85.187,-94.286,-130.857,0.332,2.204,-53.995,80.26,-95.0,-139.412,-0.067,0.099,-0.0032,0.2909,0.1031,0.089,2.4614,-0.0674
25.5537,0.703,-53.143,84.484,-94.286,-132.967,0.332,1.501,-54.48,80.011,-95.0,-137.592,0.554,0.0889,0.0006,0.29,0.0364,0.007,2.4339,0.5538
25.5875,0.879,-53.231,83.341,-94.286,-135.077,0.332,2.03,-55.402,81.046,-95.0,-141.163,0.985,0.0737,-0.0017,0.286,-0.0437,-0.0014,2.4919,0.9853
25.6315,1.055,-53.582,82.901,-94.374,-136.835,0.465,3.502,-55.763,80.823,-95.0,-144.584,0.248,0.0674,-0.0052,0.2854,-0.1129,-0.0597,2.5212,0.2476
25.654,1.231,-54.286,82.901,-94.374,-138.33,0.531,0.131,-55.581,79.421,-95.0,-143.778,-0.526,0.0476,0.0022,0.2876,-0.2231,-0.0286,2.5657,-0.5255
25.6874,2.022,-54.637,82.813,-94.374,-140.615,0.332,1.378,-56.446,79.726,-95.0,-145.702,0.041,0.0404,-0.0011,0.2856,-0.3259,-0.0525,2.5701,0.0413
25.7321,2.637,-54.813,82.549,-94.374,-142.374,0.266,0.374,-57.208,80.684,-95.0,-144.175,0.027,0.0217,0.003,0.2831,-0.3329,-0.0998,2.5495,0.0268
25.7542,1.846,-55.341,82.11,-94.286,-143.516,0.266,1.597,-57.104,79.852,-95.0,-149.116,-0.153,0.0289,-0.0016,0.284,-0.4231,-0.0903,2.6117,-0.1528
25.7876,1.231,-55.868,82.198,-94.286,-143.956,0.266,0.612,-59.31,82.731,-95.0,-146.338,-0.473,0.007,0.0002,0.2769,-0.4911,-0.0522,2.5793,-0.4727
25.8346,1.055,-56.308,82.11,-94.374,-143.78,0.266,-2.117,-60.794,85.137,-95.0,-149.224,0.81,0.0183,0.0059,0.2712,-0.5148,-0.0546,2.6719,0.8096
25.8546,0.967,-57.275,82.462,-94.374,-144.835,0.266,-2.643,-58.369,81.507,-95.0,-149.062,0.122,0.0175,0.0066,0.2807,-0.4753,-0.0093,2.6858,0.1215
25.8877,0.0,-58.769,83.868,-94.374,-146.505,0.465,-1.38,-59.924,82.885,-95.0,-150.558,0.381,0.0273,0.0037,0.2776,-0.5444,-0.032,2.6806,0.381
25.932,-1.319,-59.121,85.011,-94.374,-147.736,0.332,-6.099,-61.483,85.69,-95.0,-144.481,1.295,0.0229,0.0159,0.2716,-0.5072,-0.0185,2.6594,1.2948
25.9548,-1.407,-59.209,84.571,-94.374,-148.615,0.332,-0.671,-60.29,83.633,-95.0,-154.364,1.971,0.0227,0.0012,0.2765,-0.5378,0.0072,2.7407,1.9713
25.9879,-1.319,-60.0,84.484,-94.374,-149.319,0.797,-4.461,-61.248,84.633,-95.0,-152.645,2.783,0.0272,0.0108,0.2739,-0.5799,-0.0424,2.7603,2.7829
26.0323,-1.67,-60.176,84.484,-94.374,-150.022,1.262,-2.164,-59.344,81.936,-95.0,-157.211,2.913,0.0283,0.0029,0.2806,-0.5723,0.0287,2.8214,2.9135
26.0548,-2.022,-60.615,84.835,-94.374,-151.253,1.992,-3.65,-61.515,85.672,-95.0,-157.211,5.432,0.0254,0.0077,0.2726,-0.5348,0.0018,2.8399,5.4317
26.0883,-2.022,-60.527,84.923,-94.374,-152.484,2.324,-2.32,-60.136,82.751,-95.0,-152.881,3.95,0.0189,0.0058,0.2788,-0.575,0.0102,2.7328,3.9497
26.1326,-2.11,-60.352,84.747,-94.374,-154.418,3.054,-1.313,-60.916,84.506,-95.0,-157.211,3.644,0.0265,0.0006,0.2752,-0.5343,-0.0182,2.8321,3.6439
26.1551,-2.989,-60.352,84.747,-94.374,-155.473,3.785,-3.798,-59.801,82.656,-95.0,-157.211,4.447,0.0254,0.003,0.2792,-0.5543,-0.0483,2.9123,4.4465
26.1888,-2.374,-60.352,84.835,-94.374,-156.0,3.652,-5.032,-59.365,81.554,-95.0,-157.211,3.171,0.0326,0.0055,0.2811,-0.6037,-0.0574,2.9251,3.1709
26.233,-1.846,-60.088,85.187,-94.374,-156.352,3.519,-2.965,-60.0,83.085,-95.0,-157.211,3.835,0.0286,0.0052,0.2781,-0.5343,-0.061,2.8527,3.8349
26.2554,-2.637,-59.824,84.484,-94.374,-156.615,3.652,-2.0,-58.953,81.072,-95.0,-157.211,3.334,0.0242,0.0007,0.2823,-0.5717,-0.0429,2.86,3.3342
26.2888,-3.78,-59.824,83.956,-94.374,-156.879,3.586,-3.913,-60.299,83.484,-95.0,-157.211,2.424,0.015,0.0048,0.2769,-0.558,-0.0669,2.9021,2.4242
26.3334,-3.956,-59.473,83.78,-94.374,-156.879,3.386,-1.688,-59.493,81.373,-95.0,-157.211,2.879,0.023,0.0002,0.281,-0.6173,-0.0834,2.8521,2.8794
26.3556,-3.516,-59.648,83.956,-94.374,-156.879,2.988,-0.755,-59.306,81.979,-95.0,-157.211,2.013,0.0235,0.0011,0.2805,-0.529,-0.0501,2.8144,2.0135
26.3891,-2.813,-59.736,84.308,-94.374,-156.791,2.922,-3.05,-60.433,84.015,-95.0,-157.211,1.472,0.0159,0.0058,0.2758,-0.527,-0.0408,2.8534,1.4719
26.4336,-2.022,-59.56,84.22,-94.374,-156.791,2.59,-3.139,-60.24,83.626,-95.0,-157.211,3.102,0.019,0.0027,0.2766,-0.5409,-0.0425,2.8898,3.102
26.4559,-1.934,-59.736,84.132,-94.374,-156.791,2.125,1.653,-58.906,81.534,-95.0,-157.211,3.397,0.0111,-0.007,0.282,-0.5086,-0.0033,2.8007,3.3968
26.4892,-2.374,-59.824,84.308,-94.374,-156.791,2.39,-1.059,-59.381,82.227,-95.0,-157.211,3.101,0.033,-0.0028,0.2802,-0.5177,-0.0666,2.8735,3.101
26.5336,-2.286,-59.385,84.132,-94.374,-156.791,2.855,-3.178,-59.636,82.595,-95.0,-157.211,2.514,0.0243,0.0028,0.2787,-0.5496,-0.0467,2.89,2.5145
26.5568,-1.407,-59.297,83.868,-94.374,-156.791,2.722,-0.172,-60.036,82.753,-95.0,-157.211,1.882,0.016,-0.0081,0.2781,-0.5778,-0.0884,2.8882,1.882
26.5896,-1.319,-59.385,83.956,-94.374,-156.791,2.523,-1.103,-58.787,81.035,-95.0,-157.211,2.118,0.0181,-0.001,0.2821,-0.5567,-0.0563,2.842,2.1178
26.6339,-2.198,-59.56,83.956,-94.374,-156.791,2.258,-2.384,-59.646,82.282,-95.0,-157.211,1.756,0.0191,0.005,0.2791,-0.5689,-0.0641,2.8263,1.7563
26.6564,-2.022,-59.209,83.692,-94.374,-156.879,2.191,-2.487,-58.389,80.598,-95.0,-157.211,2.412,0.0245,0.0042,0.283,-0.555,-0.0217,2.8383,2.4118
26.6899,-1.495,-59.297,83.429,-94.374,-156.879,2.058,-3.691,-58.024,80.042,-95.0,-157.211,3.599,0.0252,0.0066,0.2841,-0.5475,-0.1104,2.8684,3.5994
26.7341,-2.11,-59.121,83.253,-94.374,-156.791,2.191,1.247,-60.461,83.185,-95.0,-157.211,2.222,0.0308,-0.0075,0.2769,-0.5972,-0.0405,2.8123,2.2219
26.7566,-2.901,-58.593,82.901,-94.374,-156.791,2.789,-2.095,-59.71,82.816,-95.0,-157.211,1.725,0.0203,0.0008,0.2778,-0.5474,-0.0587,2.8708,1.7247
26.79,-3.077,-59.033,83.077,-94.374,-156.879,2.922,-1.14,-57.596,78.933,-95.0,-157.211,2.18,0.0128,0.001,0.2864,-0.581,-0.0534,2.8198,2.1798
26.8349,-2.549,-59.56,83.692,-94.374,-156.879,2.191,-1.868,-58.416,80.755,-95.0,-157.211,1.545,0.0209,0.0032,0.2831,-0.5301,-0.0425,2.8315,1.5454
26.8571,-2.022,-59.033,83.341,-94.374,-156.879,2.058,-2.533,-59.103,82.222,-95.0,-157.211,2.861,0.0226,-0.0008,0.2798,-0.5158,-0.0233,2.909,2.8615
26.8903,-1.846,-58.418,82.901,-94.374,-156.791,1.992,-2.94,-61.245,84.843,-95.0,-157.211,4.407,0.0185,0.0027,0.2723,-0.6039,-0.0599,2.8707,4.4065
26.935,-2.022,-58.769,83.165,-94.374,-156.791,1.926,-1.368,-58.385,80.703,-95.0,-157.211,3.073,0.0096,0.0032,0.2825,-0.5363,-0.0714,2.811,3.0729
26.9571,-2.374,-59.824,84.22,-94.374,-156.791,2.855,-1.512,-60.861,84.537,-95.0,-157.211,2.974,0.0181,-0.0031,0.275,-0.5277,-0.0557,2.8941,2.9738
27.4558,-1.846,-60.176,84.923,-94.374,-156.879,3.054,-5.747,-47.848,72.729,-95.0,-156.369,0.329,0.1161,0.0153,0.3093,0.261,0.0818,2.8689,0.329
27.4782,-1.846,-60.176,84.923,-94.374,-156.879,3.054,-2.709,-50.102,75.879,-95.0,-155.246,1.16,0.1041,0.0086,0.3022,0.2314,0.0916,2.8025,1.1596
27.5117,-2.022,-59.648,84.659,-94.374,-156.703,2.457,-5.57,-49.629,74.625,-95.0,-151.769,1.615,0.1022,0.0159,0.3041,0.1808,0.0719,2.792,1.6148
27.5559,-3.077,-57.363,82.989,-94.374,-156.0,1.793,-2.803,-49.928,73.735,-95.0,-156.826,0.87,0.093,0.0083,0.3044,0.0614,0.0807,2.8451,0.8697
27.5783,-3.868,-54.549,80.264,-94.374,-154.857,1.793,-1.762,-50.75,75.41,-95.0,-156.148,1.312,0.0848,0.0064,0.3002,0.0953,0.0657,2.8136,1.3115
27.6116,-4.659,-52.352,78.33,-94.374,-153.451,1.461,-3.266,-48.78,71.413,-95.0,-154.286,1.234,0.0764,0.0095,0.3076,0.0037,0.0868,2.8131,1.2339
27.6561,-3.956,-51.736,77.802,-94.374,-153.538,1.394,-2.126,-52.354,76.972,-95.0,-157.211,0.621,0.0667,0.0064,0.2939,-0.0403,0.0093,2.8504,0.6212
27.6786,-3.077,-51.297,77.802,-94.286,-154.066,1.394,-0.227,-51.582,74.726,-95.0,-157.211,1.627,0.0603,0.002,0.298,-0.1162,-0.0312,2.8156,1.6274
27.7118,-2.725,-51.121,77.802,-94.286,-155.033,1.062,0.516,-52.334,75.405,-95.0,-157.211,1.434,0.0649,-0.0024,0.2958,-0.1874,0.0287,2.8253,1.434
27.7569,-1.67,-51.297,77.802,-94.374,-155.912,1.262,-2.46,-53.997,77.727,-95.0,-157.211,1.711,0.041,0.0056,0.2889,-0.2664,-0.0119,2.8653,1.7105
27.7788,-0.791,-51.56,77.626,-94.374,-156.264,1.394,-0.018,-53.529,76.946,-95.0,-157.211,1.33,0.0562,0.0025,0.291,-0.2333,-0.0933,2.7975,1.3305
27.812,-0.967,-52.264,77.89,-94.374,-156.615,1.394,-3.922,-53.109,75.046,-95.0,-157.211,3.693,0.0343,0.0093,0.2937,-0.3839,-0.0143,2.8711,3.6928
27.8563,-1.582,-52.615,78.33,-94.374,-156.703,1.394,-2.664,-54.322,76.624,-95.0,-157.211,2.384,0.036,0.0042,0.2899,-0.4173,-0.0283,2.8762,2.3836
27.8795,-2.549,-52.615,77.978,-94.374,-156.703,1.859,-2.515,-54.909,77.661,-95.0,-157.211,2.302,0.0304,0.0041,0.2876,-0.4165,-0.0111,2.8688,2.3015
27.9123,-3.253,-53.143,77.626,-94.374,-156.703,2.324,-2.48,-56.286,79.205,-95.0,-157.211,4.295,0.0281,0.0014,0.2835,-0.4804,-0.0501,2.8967,4.2949
27.9565,-2.989,-53.846,77.802,-94.374,-156.791,2.258,-2.827,-56.137,78.857,-95.0,-157.211,4.033,0.0424,0.0005,0.2847,-0.481,-0.0493,2.9236,4.0325
27.9791,-2.725,-54.637,78.945,-94.374,-156.791,2.457,0.034,-56.315,78.503,-95.0,-157.211,4.566,0.0297,-0.0065,0.2859,-0.5,-0.0623,2.8777,4.5656
28.0125,-2.374,-55.077,79.385,-94.374,-156.791,3.254,-2.612,-58.497,81.792,-95.0,-157.211,3.91,0.0404,-0.0036,0.2781,-0.5499,-0.0648,2.9524,3.9102
28.0567,-2.11,-55.516,79.209,-94.374,-156.791,3.785,-2.742,-56.533,79.28,-95.0,-157.211,3.974,0.0296,-0.0001,0.2847,-0.4621,-0.1019,2.9305,3.9738
28.0795,-1.495,-56.396,79.912,-94.374,-156.791,3.785,-4.297,-59.046,82.839,-95.0,-157.211,4.709,0.0276,0.0033,0.2766,-0.5153,-0.0839,2.9427,4.7094
28.1127,-1.495,-57.099,81.055,-94.374,-156.791,3.718,-2.63,-58.064,81.062,-95.0,-157.211,3.633,0.0362,0.0007,0.2811,-0.5066,-0.0612,2.9002,3.6332
28.1573,-2.813,-57.802,81.846,-94.374,-156.791,4.117,-1.267,-58.533,81.274,-95.0,-157.211,3.576,0.0276,-0.004,0.2812,-0.5248,-0.0657,2.8985,3.5758
28.1796,-3.516,-57.802,82.637,-94.374,-156.791,3.984,-3.769,-57.375,79.063,-95.0,-157.211,3.436,0.0306,0.0027,0.2856,-0.5714,-0.0677,2.9212,3.4357
28.2129,-2.637,-57.802,82.462,-94.374,-156.791,3.718,-3.118,-57.519,79.812,-95.0,-157.211,4.387,0.0321,-0.0004,0.2845,-0.5184,-0.0785,2.9388,4.3871
28.2574,-2.11,-57.802,81.934,-94.374,-156.791,3.586,-4.266,-59.145,82.383,-95.0,-157.211,2.982,0.0255,0.0047,0.2782,-0.5472,-0.0327,2.9134,2.9816
28.2798,-2.462,-57.714,81.67,-94.374,-156.791,3.851,-2.904,-58.581,81.568,-95.0,-157.211,4.041,0.0408,0.0009,0.2803,-0.5249,-0.0545,2.9086,4.0413
28.3131,-3.253,-58.242,82.286,-94.374,-156.791,3.918,-0.887,-58.887,81.692,-95.0,-157.211,3.175,0.0216,-0.0067,0.2807,-0.527,-0.0354,2.9136,3.1752
28.3576,-3.253,-58.418,82.813,-94.374,-156.791,3.918,-3.087,-57.911,80.627,-95.0,-157.211,3.387,0.03,-0.0022,0.2835,-0.497,-0.0095,2.9562,3.3868
